"","X","state","communityname","fold","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","numbUrban","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","HispPerCap","NumUnderPov","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ6","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","TotalPctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","NumIlleg","PctIlleg","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccLowQuart","OwnOccMedVal","OwnOccHiQuart","RentLowQ","RentMedian","RentHighQ","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LandArea","PopDens","PctUsePubTrans","LemasPctOfficDrugUn","ViolentCrimesPerPop"
"1625","1957","37","Concordcity","10","0.03","0.37","0.40","0.68","0.03","0.01","0.39","0.47","0.34","0.55","0.04","1.00","0.23","0.52","0.17","0.36","0.56","0.35","0.44","0.27","0.28","0.32","0.19","0.17","0.29","0.17","0.03","0.31","0.47","0.59","0.22","0.22","0.52","0.64","0.25","0.72","0.27","0.60","0.37","0.52","0.57","0.38","0.49","0.46","0.54","0.62","0.64","0.73","0.03","0.42","0.00","0.46","0.68","0.59","0.57","0.04","0.05","0.04","0.04","0.97","0.03","0.17","0.16","0.37","0.37","0.38","0.53","0.15","0.58","0.0","0.04","0.73","0.53","0.27","0.59","0.40","0.31","0.12","0.09","0.10","0.13","0.16","0.21","0.23","0.24","0.30","0.38","0.42","0.01","0.01","0.03","0.78","0.59","0.71","0.69","0.06","0.10","0.00","0.00","0.30"
"1626","1958"," 5","LittleRockcity","10","0.27","0.32","0.66","0.46","0.05","0.01","0.39","0.51","0.32","0.39","0.28","1.00","0.25","0.58","0.31","0.41","0.41","0.26","0.42","0.30","0.35","0.47","0.20","0.34","0.30","0.46","0.23","0.38","0.21","0.30","0.49","0.31","0.55","0.21","0.63","0.29","0.55","0.64","0.45","0.71","0.71","0.43","0.42","0.41","0.52","0.38","0.71","0.72","0.19","0.53","0.02","0.53","0.51","0.57","0.60","0.08","0.07","0.07","0.06","0.95","0.03","0.23","0.19","0.33","0.41","0.27","0.50","0.14","0.54","0.5","0.45","0.57","0.46","0.71","0.45","0.60","0.35","0.29","0.10","0.11","0.14","0.21","0.24","0.26","0.28","0.52","0.36","0.40","0.08","0.00","0.06","0.73","0.49","0.70","0.70","0.30","0.14","0.08","0.41","1.00"
"1627","1959"," 5","Jacksonvillecity","10","0.03","0.59","0.33","0.69","0.14","0.04","0.49","0.69","0.45","0.15","0.05","1.00","0.22","0.75","0.21","0.34","0.25","0.21","0.56","0.21","0.18","0.19","0.18","0.13","0.16","0.28","0.03","0.30","0.19","0.28","0.18","0.38","0.65","0.28","0.30","0.46","0.31","0.46","0.31","0.52","0.51","0.55","0.70","0.71","0.73","0.63","0.57","0.60","0.01","0.24","0.01","0.48","0.51","0.48","0.47","0.11","0.10","0.09","0.08","0.92","0.03","0.19","0.21","0.58","0.52","0.64","0.29","0.19","0.44","0.5","0.05","0.61","0.34","0.07","0.36","0.67","0.47","0.25","0.10","0.09","0.08","0.20","0.21","0.22","0.24","0.41","0.41","0.31","0.00","0.00","0.09","0.40","0.26","0.35","0.11","0.06","0.12","0.03","0.00","0.34"
"1628","1960","45","GooseCreekcity","10","0.02","0.80","0.25","0.74","0.16","0.07","0.41","0.58","0.25","0.01","0.04","1.00","0.30","0.95","0.25","0.33","0.06","0.13","0.31","0.24","0.16","0.17","0.17","0.17","0.13","0.26","0.02","0.23","0.13","0.20","0.21","0.12","0.72","0.38","0.28","0.42","0.32","0.23","0.13","0.24","0.24","0.88","0.90","0.90","0.81","0.75","0.23","0.19","0.00","0.09","0.01","0.35","0.36","0.44","0.45","0.09","0.08","0.09","0.08","0.92","0.03","0.41","0.45","0.88","0.69","1.00","0.25","0.17","0.20","0.5","0.01","0.88","0.33","0.00","0.53","0.67","0.14","0.00","0.14","0.13","0.13","0.39","0.34","0.32","0.29","0.24","0.56","0.08","0.00","0.00","0.10","0.23","0.13","0.00","0.00","0.09","0.07","0.02","0.00","0.10"
"1629","1961","38","Willistoncity","10","0.01","0.39","0.00","0.94","0.01","0.01","0.41","0.40","0.23","0.47","0.00","0.00","0.18","0.50","1.00","0.53","0.53","0.35","0.29","0.23","0.22","0.22","0.00","0.07","0.61","0.09","0.02","0.38","0.43","0.40","0.27","0.35","0.49","0.03","0.51","0.30","0.35","0.37","0.37","0.38","0.39","0.49","0.67","0.73","0.67","0.71","0.60","0.64","0.00","0.11","0.00","0.03","0.23","0.19","0.24","0.00","0.02","0.02","0.02","0.94","0.03","0.19","0.17","0.40","0.45","0.31","0.60","0.08","0.53","0.5","0.05","0.33","0.57","0.36","0.78","0.58","0.32","0.19","0.05","0.05","0.06","0.09","0.12","0.12","0.09","0.17","0.37","0.37","0.00","0.00","0.05","0.74","0.49","0.75","0.77","0.02","0.16","0.00","0.00","0.02"
"1630","1962","39","ClevelandHeightscity","10","0.07","0.40","0.72","0.39","0.13","0.02","0.41","0.48","0.30","0.38","0.09","1.00","0.40","0.63","0.20","0.57","0.41","0.23","0.39","0.44","0.45","0.54","0.35","0.16","0.32","0.42","0.04","0.21","0.12","0.18","0.74","0.27","0.58","0.26","1.00","0.23","0.79","0.36","0.60","0.57","0.50","0.54","0.56","0.60","0.80","0.57","0.54","0.68","0.02","0.24","0.03","0.61","0.51","0.47","0.43","0.31","0.23","0.19","0.16","0.83","0.11","0.34","0.28","0.41","0.56","0.20","0.63","0.05","0.34","0.5","0.04","0.87","0.55","0.10","0.44","0.00","0.04","0.07","0.16","0.13","0.14","0.37","0.37","0.39","0.37","0.47","0.34","0.40","0.00","0.00","0.21","0.62","0.65","0.77","0.68","0.02","0.56","0.39","0.00","0.02"
"1631","1963"," 6","SantaMariacity","10","0.08","0.66","0.04","0.41","0.37","0.85","0.43","0.55","0.36","0.38","0.10","1.00","0.29","0.53","0.57","0.37","0.46","0.64","0.58","0.27","0.24","0.31","0.27","0.20","0.29","0.25","0.09","0.44","0.65","0.60","0.15","0.50","0.47","0.26","0.23","0.45","0.21","0.47","0.42","0.57","0.54","0.73","0.57","0.54","0.57","0.56","0.44","0.42","0.04","0.29","0.09","0.40","0.57","0.60","0.63","0.62","0.77","0.75","0.72","0.32","0.90","0.75","0.71","0.71","0.59","0.82","0.36","0.77","0.58","0.0","0.06","0.78","0.43","0.01","0.21","0.69","0.20","0.31","0.35","0.35","0.33","0.47","0.47","0.52","0.44","0.70","0.62","0.17","0.06","0.05","0.66","0.48","0.35","0.56","0.69","0.05","0.30","0.02","0.00","0.32"
"1632","1964","36","Poughkeepsiecity","10","0.03","0.32","0.61","0.47","0.09","0.07","0.32","0.49","0.31","0.50","0.05","1.00","0.26","0.46","0.20","0.44","0.50","0.56","0.51","0.30","0.34","0.42","0.23","0.32","0.47","0.36","0.04","0.38","0.44","0.55","0.34","0.44","0.44","0.48","0.69","0.35","0.46","0.53","0.71","0.58","0.58","0.44","0.20","0.24","0.42","0.25","0.50","0.49","0.05","0.82","0.02","0.32","0.41","0.53","0.52","0.23","0.25","0.29","0.26","0.82","0.10","0.31","0.23","0.32","0.35","0.36","0.23","0.21","0.66","0.0","0.06","0.61","0.25","0.77","0.56","0.00","0.64","0.11","0.31","0.31","0.29","0.37","0.41","0.46","0.41","0.59","0.44","0.74","0.02","0.00","0.29","0.73","0.53","0.77","0.77","0.01","0.47","0.42","0.37","0.45"
"1633","1965","36","MountVernoncity","10","0.09","0.45","1.00","0.08","0.11","0.14","0.36","0.46","0.29","0.47","0.11","1.00","0.38","0.56","0.09","0.37","0.51","0.46","0.46","0.40","0.37","0.46","0.36","0.28","0.35","0.42","0.07","0.30","0.40","0.51","0.32","0.47","0.48","0.25","0.62","0.33","0.43","0.49","0.60","0.56","0.56","0.58","0.29","0.27","0.41","0.27","0.50","0.57","0.11","0.78","0.10","0.32","0.42","0.49","0.54","0.49","0.56","0.59","0.60","0.66","0.27","0.46","0.39","0.48","0.63","0.43","0.23","0.40","0.75","0.0","0.05","0.86","0.20","0.41","0.52","0.00","0.30","0.31","0.55","0.60","0.62","0.39","0.44","0.54","0.42","0.38","0.60","0.90","0.07","0.00","0.65","0.58","0.78","0.80","0.81","0.01","1.00","1.00","0.00","0.60"
"1634","1966","18","Indianapoliscity","10","1.00","0.36","0.44","0.64","0.06","0.02","0.38","0.52","0.31","0.36","1.00","1.00","0.29","0.62","0.21","0.41","0.42","0.28","0.45","0.31","0.32","0.36","0.24","0.18","0.36","0.38","0.83","0.32","0.24","0.40","0.34","0.33","0.58","0.35","0.41","0.39","0.42","0.70","0.45","0.69","0.72","0.45","0.46","0.46","0.54","0.42","0.65","0.65","0.77","0.49","0.09","0.35","0.38","0.40","0.43","0.05","0.04","0.04","0.04","0.94","0.04","0.25","0.21","0.38","0.46","0.30","0.51","0.11","0.58","0.0","1.00","0.65","0.47","0.89","0.43","0.48","0.33","0.19","0.08","0.10","0.13","0.25","0.27","0.30","0.27","0.37","0.22","0.31","0.33","0.31","0.05","0.72","0.47","0.73","0.74","1.00","0.17","0.18","0.44","0.69"
"1635","1967"," 6","RedwoodCitycity","10","0.09","0.41","0.07","0.74","0.39","0.45","0.29","0.49","0.28","0.36","0.10","1.00","0.52","0.64","0.17","0.58","0.35","0.24","0.43","0.53","0.52","0.55","0.31","0.19","0.45","0.35","0.05","0.21","0.28","0.31","0.43","0.19","0.66","0.36","0.36","0.28","0.47","0.62","0.54","0.64","0.65","0.46","0.58","0.60","0.70","0.57","0.73","0.65","0.03","0.28","0.11","0.44","0.52","0.59","0.62","0.74","0.76","0.78","0.76","0.47","0.51","0.39","0.31","0.41","0.39","0.47","0.36","0.48","0.69","0.0","0.07","0.81","0.39","0.05","0.17","0.46","0.11","0.33","0.93","0.97","0.98","0.70","0.67","0.86","0.66","0.62","0.89","0.26","0.05","0.29","0.71","0.48","0.45","0.63","0.68","0.05","0.29","0.22","0.00","0.30"
"1636","1968","25","Westfordtown","10","0.01","0.66","0.00","0.97","0.10","0.02","0.42","0.39","0.26","0.20","0.01","0.51","0.81","0.86","0.33","0.71","0.29","0.11","0.40","0.72","0.58","0.56","0.81","0.00","0.37","0.97","0.00","0.01","0.10","0.14","0.64","0.32","0.74","0.69","0.44","0.22","0.78","0.17","0.37","0.19","0.18","0.65","0.92","0.93","0.95","0.86","0.53","0.58","0.00","0.04","0.00","0.27","0.26","0.30","0.29","0.06","0.05","0.05","0.05","0.93","0.04","0.24","0.28","0.72","0.72","0.53","0.90","0.03","0.16","0.5","0.01","0.87","0.88","0.18","0.71","0.63","0.02","0.27","0.53","0.56","0.55","0.40","0.55","0.83","0.62","0.26","0.50","0.49","0.00","0.00","0.09","0.74","0.79","0.81","0.77","0.09","0.04","0.04","0.00","0.04"
"1637","1969","34","RedBankborough","10","0.00","0.24","0.51","0.53","0.11","0.11","0.20","0.36","0.19","0.68","0.02","1.00","0.42","0.39","0.19","0.62","0.69","0.27","0.74","0.46","0.48","0.58","0.28","0.56","0.26","0.45","0.01","0.25","0.37","0.41","0.45","0.37","0.45","0.21","0.62","0.35","0.55","0.66","0.61","0.58","0.64","0.41","0.43","0.35","0.53","0.40","0.45","0.49","0.01","0.46","0.01","0.39","0.43","0.38","0.35","0.23","0.23","0.18","0.16","0.81","0.09","0.34","0.23","0.23","0.33","0.20","0.38","0.15","0.69","0.0","0.02","0.66","0.35","0.82","0.71","0.15","0.25","0.25","0.35","0.39","0.37","0.52","0.56","0.67","0.56","0.55","0.59","1.00","0.00","0.01","0.25","0.59","0.67","0.80","0.75","0.00","0.50","0.49","0.00","0.19"
"1638","1970"," 6","SanFranciscocity","10","1.00","0.29","0.21","0.29","1.00","0.26","0.24","0.47","0.28","0.46","1.00","1.00","0.36","0.49","0.22","0.55","0.41","0.50","0.42","0.39","0.50","0.70","0.31","0.20","0.29","0.41","0.82","0.33","0.39","0.37","0.57","0.38","0.53","0.18","0.52","0.24","0.57","0.55","0.85","0.53","0.56","0.55","0.49","0.46","0.62","0.52","0.55","0.52","0.47","0.40","1.00","0.40","0.45","0.53","0.58","0.96","0.94","1.00","1.00","0.26","0.80","0.57","0.33","0.28","0.46","0.26","0.20","0.49","0.86","0.0","1.00","0.73","0.17","0.30","0.33","0.00","0.15","0.89","0.77","0.82","0.86","0.50","0.60","0.80","0.57","0.59","0.66","0.24","1.00","1.00","1.00","0.30","0.48","0.54","0.51","0.13","1.00","1.00","0.64","0.75"
"1639","1971","45","Caycecity","10","0.00","0.37","0.38","0.69","0.04","0.02","0.34","0.48","0.30","0.47","0.02","1.00","0.25","0.56","0.24","0.40","0.55","0.33","0.54","0.27","0.30","0.35","0.16","0.13","0.16","0.23","0.01","0.24","0.35","0.46","0.25","0.28","0.57","0.26","0.36","0.41","0.27","0.51","0.35","0.49","0.52","0.39","0.55","0.50","0.76","0.40","0.86","0.77","0.01","0.35","0.00","0.43","0.40","0.38","0.68","0.04","0.03","0.03","0.05","0.95","0.03","0.15","0.15","0.40","0.37","0.44","0.60","0.12","0.44","0.5","0.01","0.77","0.61","0.19","0.41","0.50","0.34","0.07","0.11","0.09","0.09","0.21","0.24","0.26","0.29","0.36","0.28","0.46","0.00","0.00","0.03","0.77","0.61","0.66","0.76","0.02","0.10","0.08","0.00","0.53"
"1640","1973"," 6","Redlandscity","10","0.08","0.49","0.07","0.69","0.27","0.35","0.46","0.50","0.33","0.36","0.10","1.00","0.42","0.58","0.23","0.50","0.39","0.34","0.56","0.43","0.44","0.48","0.30","0.24","0.31","0.34","0.05","0.23","0.19","0.25","0.50","0.27","0.53","0.19","0.73","0.23","0.62","0.47","0.42","0.59","0.57","0.53","0.64","0.64","0.68","0.64","0.40","0.42","0.02","0.18","0.04","0.41","0.50","0.58","0.58","0.30","0.32","0.34","0.31","0.70","0.20","0.33","0.30","0.49","0.53","0.44","0.52","0.25","0.48","0.5","0.06","0.81","0.50","0.09","0.22","0.67","0.15","0.05","0.33","0.35","0.38","0.51","0.49","0.56","0.49","0.52","0.59","0.19","0.05","0.06","0.31","0.46","0.34","0.50","0.53","0.07","0.21","0.02","0.00","0.30"
"1641","1974","39","Englewoodcity","10","0.00","0.38","0.03","0.97","0.04","0.01","0.40","0.41","0.27","0.45","0.02","1.00","0.42","0.55","0.24","0.60","0.50","0.10","0.69","0.44","0.37","0.35","0.38","0.20","0.17","0.41","0.00","0.07","0.16","0.26","0.29","0.14","0.58","0.51","0.47","0.32","0.47","0.35","0.27","0.42","0.41","0.42","0.78","0.81","0.93","0.72","0.42","0.63","0.00","0.04","0.00","0.00","0.27","0.22","0.19","0.00","0.02","0.02","0.01","0.98","0.01","0.10","0.10","0.41","0.51","0.17","0.75","0.05","0.30","0.5","0.00","0.92","0.67","0.06","0.18","0.69","0.13","0.00","0.18","0.16","0.14","0.30","0.30","0.31","0.31","0.45","0.22","0.21","0.00","0.00","0.03","0.74","0.61","0.77","0.80","0.01","0.18","0.10","0.00","0.04"
"1642","1975","37","Tarborotown","10","0.00","0.41","0.62","0.51","0.02","0.01","0.38","0.39","0.23","0.51","0.00","0.00","0.21","0.49","0.30","0.33","0.52","0.43","0.45","0.23","0.24","0.31","0.18","0.49","0.05","0.66","0.01","0.35","0.54","0.62","0.24","0.24","0.47","0.71","0.35","0.71","0.36","0.46","0.35","0.51","0.52","0.44","0.40","0.42","0.53","0.57","0.89","0.87","0.03","0.86","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.97","0.05","0.16","0.15","0.39","0.38","0.42","0.52","0.13","0.48","0.5","0.01","0.76","0.53","0.08","0.59","0.56","0.40","0.04","0.08","0.08","0.09","0.09","0.14","0.15","0.17","0.40","0.33","0.40","0.01","0.00","0.00","0.94","0.60","0.78","0.83","0.02","0.10","0.00","0.00","0.52"
"1643","1976","53","Kirklandcity","10","0.05","0.27","0.03","0.89","0.27","0.04","0.30","0.53","0.31","0.28","0.06","1.00","0.44","0.73","0.23","0.61","0.26","0.10","0.32","0.45","0.55","0.55","0.32","0.34","0.29","0.42","0.02","0.14","0.07","0.11","0.59","0.17","0.77","0.37","0.33","0.23","0.55","0.67","0.49","0.77","0.75","0.33","0.60","0.67","0.70","0.51","0.51","0.60","0.01","0.13","0.02","0.27","0.38","0.49","0.53","0.13","0.16","0.19","0.19","0.88","0.05","0.12","0.09","0.28","0.35","0.23","0.48","0.10","0.60","0.0","0.04","0.83","0.45","0.11","0.08","0.75","0.03","0.00","0.38","0.40","0.42","0.55","0.53","0.60","0.54","0.39","0.43","0.22","0.00","0.00","0.21","0.42","0.36","0.55","0.45","0.03","0.31","0.34","0.00","0.09"
"1644","1977","25","Arlingtontown","10","0.06","0.29","0.03","0.93","0.18","0.03","0.20","0.42","0.22","0.58","0.07","1.00","0.52","0.54","0.21","0.77","0.53","0.20","0.60","0.57","0.56","0.54","0.36","0.44","0.54","0.70","0.02","0.11","0.14","0.18","0.68","0.25","0.61","0.30","0.80","0.13","0.77","0.23","0.60","0.26","0.26","0.40","0.75","0.78","0.86","0.66","0.52","0.56","0.00","0.06","0.04","0.38","0.36","0.36","0.37","0.32","0.26","0.24","0.23","0.76","0.10","0.16","0.14","0.32","0.44","0.22","0.53","0.05","0.56","0.0","0.03","0.90","0.47","0.05","0.36","0.02","0.03","0.21","0.58","0.55","0.51","0.65","0.69","0.82","0.69","0.40","0.42","0.57","0.00","0.00","0.35","0.68","0.76","0.76","0.69","0.01","0.72","0.94","0.00","0.08"
"1645","1979"," 9","Betheltown","10","0.01","0.54","0.02","0.94","0.13","0.04","0.39","0.43","0.25","0.26","0.02","0.85","0.69","0.74","0.17","0.71","0.37","0.03","0.40","0.67","0.53","0.51","0.42","0.33","0.41","0.56","0.00","0.05","0.17","0.21","0.52","0.30","0.72","0.57","0.31","0.26","0.58","0.29","0.40","0.33","0.33","0.62","0.84","0.86","0.93","0.77","0.27","0.48","0.00","0.07","0.01","0.19","0.22","0.22","0.27","0.11","0.12","0.10","0.12","0.87","0.06","0.23","0.24","0.59","0.67","0.32","0.77","0.05","0.35","0.5","0.01","0.89","0.71","0.10","0.34","0.63","0.04","0.06","0.55","0.54","0.54","0.57","0.62","0.75","0.70","0.47","0.59","0.58","0.00","0.00","0.25","0.47","0.67","0.77","0.62","0.05","0.09","0.14","0.00","0.04"
"1646","1980","34","Rahwaycity","10","0.02","0.43","0.39","0.63","0.15","0.14","0.30","0.42","0.24","0.52","0.04","1.00","0.48","0.60","0.17","0.56","0.58","0.14","0.62","0.49","0.42","0.44","0.36","0.21","0.38","0.45","0.01","0.16","0.29","0.39","0.27","0.31","0.57","0.51","0.34","0.39","0.36","0.39","0.45","0.40","0.41","0.50","0.63","0.60","0.74","0.43","0.48","0.51","0.01","0.26","0.02","0.36","0.36","0.41","0.45","0.27","0.24","0.24","0.24","0.73","0.15","0.26","0.24","0.47","0.55","0.32","0.64","0.14","0.48","0.5","0.02","0.88","0.59","0.44","0.50","0.27","0.11","0.10","0.40","0.37","0.33","0.53","0.53","0.57","0.52","0.45","0.66","0.96","0.00","0.01","0.31","0.67","0.77","0.75","0.81","0.01","0.53","0.43","0.00","0.16"
"1647","1981","25","Tauntoncity","10","0.06","0.43","0.04","0.93","0.03","0.09","0.36","0.51","0.31","0.45","0.08","1.00","0.34","0.53","0.12","0.39","0.50","0.49","0.51","0.36","0.29","0.28","0.23","0.06","0.24","0.32","0.04","0.21","0.64","0.58","0.18","0.58","0.53","0.58","0.39","0.65","0.29","0.42","0.48","0.46","0.46","0.49","0.58","0.60","0.61","0.57","0.61","0.67","0.03","0.31","0.04","0.14","0.19","0.21","0.26","0.11","0.14","0.14","0.15","0.64","0.32","0.21","0.20","0.45","0.53","0.37","0.52","0.10","0.55","0.0","0.07","0.72","0.48","0.11","0.49","0.25","0.17","0.41","0.36","0.34","0.31","0.30","0.40","0.46","0.41","0.49","0.52","0.47","0.00","0.00","0.35","0.79","0.66","0.77","0.82","0.13","0.09","0.11","0.00","0.28"
"1648","1982"," 9","Hamdentown","10","0.07","0.38","0.17","0.84","0.11","0.04","0.35","0.41","0.30","0.64","0.08","0.96","0.50","0.54","0.11","0.71","0.63","0.17","0.62","0.53","0.49","0.48","0.42","0.18","0.38","0.43","0.02","0.10","0.24","0.24","0.52","0.20","0.56","0.30","0.69","0.20","0.58","0.28","0.42","0.29","0.30","0.40","0.78","0.79","0.88","0.76","0.56","0.68","0.01","0.11","0.02","0.19","0.26","0.31","0.34","0.10","0.11","0.12","0.12","0.82","0.06","0.14","0.14","0.36","0.44","0.20","0.71","0.04","0.49","0.5","0.06","0.81","0.65","0.10","0.44","0.38","0.06","0.18","0.43","0.41","0.39","0.56","0.58","0.63","0.60","0.65","0.53","0.58","0.02","0.00","0.21","0.67","0.69","0.80","0.72","0.09","0.13","0.17","0.62","0.07"
"1649","1983","42","SpringGardentownship","10","0.00","0.47","0.02","0.98","0.03","0.01","0.62","0.47","0.49","0.69","0.02","0.96","0.42","0.46","0.28","0.84","0.69","0.06","0.62","0.45","0.57","0.55","0.26","0.00","0.48","0.30","0.00","0.11","0.19","0.26","0.49","0.12","0.42","0.46","0.57","0.24","0.62","0.19","0.40","0.23","0.22","0.29","0.85","0.84","0.92","0.70","0.87","0.83","0.00","0.03","0.00","0.18","0.13","0.22","0.25","0.03","0.02","0.03","0.03","0.95","0.04","0.05","0.09","0.38","0.35","0.40","0.86","0.04","0.20","0.5","0.00","0.93","0.86","0.07","0.40","0.21","0.02","0.03","0.18","0.18","0.21","0.25","0.28","0.35","0.29","0.21","0.26","0.24","0.00","0.00","0.06","0.77","0.66","0.72","0.71","0.02","0.14","0.04","0.00","0.03"
"1650","1984","13","ForestParkcity","10","0.01","0.45","0.37","0.65","0.15","0.05","0.39","0.52","0.32","0.35","0.03","1.00","0.24","0.62","0.14","0.29","0.49","0.27","0.51","0.23","0.23","0.23","0.28","0.32","0.15","0.39","0.02","0.31","0.39","0.62","0.10","0.39","0.54","0.26","0.10","0.69","0.12","0.75","0.36","0.80","0.81","0.47","0.44","0.42","0.54","0.27","0.52","0.59","0.01","0.30","0.00","0.29","0.48","0.56","0.60","0.07","0.11","0.12","0.11","0.92","0.05","0.24","0.23","0.48","0.39","0.61","0.45","0.21","0.58","0.0","0.03","0.59","0.51","0.06","0.38","0.46","0.41","0.40","0.11","0.08","0.07","0.35","0.31","0.31","0.35","0.62","0.34","0.40","0.00","0.00","0.10","0.66","0.56","0.53","0.66","0.02","0.16","0.13","0.00","0.56"
"1651","1985","39","Maumeecity","10","0.01","0.43","0.01","0.98","0.03","0.02","0.43","0.44","0.26","0.35","0.02","1.00","0.42","0.68","0.22","0.66","0.40","0.16","0.51","0.42","0.38","0.36","0.60","0.00","0.22","0.44","0.00","0.08","0.08","0.16","0.33","0.26","0.66","0.40","0.51","0.37","0.45","0.30","0.34","0.38","0.36","0.49","0.77","0.79","0.90","0.67","0.69","0.72","0.00","0.02","0.00","0.35","0.72","0.63","0.53","0.03","0.06","0.05","0.04","0.96","0.02","0.19","0.19","0.47","0.53","0.25","0.78","0.04","0.35","0.5","0.01","0.85","0.73","0.09","0.37","0.42","0.06","0.05","0.15","0.13","0.13","0.28","0.27","0.28","0.30","0.23","0.14","0.22","0.00","0.00","0.03","0.84","0.71","0.84","0.85","0.02","0.15","0.06","0.00","0.14"
"1652","1986"," 1","AlexanderCitycity","10","0.01","0.41","0.55","0.57","0.01","0.00","0.47","0.45","0.31","0.57","0.00","0.00","0.15","0.33","0.13","0.27","0.65","0.41","0.45","0.21","0.22","0.29","0.15","0.00","0.29","0.14","0.02","0.45","0.57","0.70","0.21","0.27","0.43","1.00","0.17","0.93","0.24","0.42","0.32","0.54","0.52","0.46","0.48","0.43","0.48","0.59","0.81","0.82","0.02","0.42","0.00","0.00","0.78","0.64","0.54","0.00","0.02","0.01","0.01","0.98","0.02","0.19","0.18","0.43","0.43","0.42","0.58","0.17","0.46","0.5","0.02","0.73","0.58","0.18","0.40","0.56","0.55","0.48","0.06","0.06","0.08","0.02","0.07","0.08","0.09","0.20","0.16","0.36","0.00","0.00","0.00","0.93","0.66","0.82","0.84","0.11","0.03","0.01","0.00","0.14"
"1653","1988","44","Burrillvilletown","10","0.01","0.65","0.00","1.00","0.01","0.01","0.40","0.44","0.25","0.36","0.00","0.02","0.42","0.66","0.27","0.42","0.46","0.18","0.53","0.40","0.28","0.26","0.19","0.24","0.33","0.60","0.01","0.13","0.47","0.51","0.24","0.38","0.55","0.53","0.53","0.52","0.31","0.31","0.34","0.24","0.28","0.60","0.84","0.84","0.90","0.75","0.69","0.77","0.00","0.12","0.00","0.00","0.06","0.05","0.06","0.00","0.01","0.01","0.01","0.87","0.05","0.22","0.24","0.64","0.70","0.38","0.78","0.08","0.41","0.5","0.02","0.70","0.73","0.12","0.68","0.52","0.04","0.45","0.32","0.31","0.30","0.23","0.32","0.40","0.34","0.53","0.69","0.54","0.00","0.00","0.06","0.77","0.65","0.84","0.71","0.16","0.02","0.02","0.00","0.04"
"1654","1989","28","Columbuscity","10","0.02","0.41","1.00","0.21","0.02","0.01","0.54","0.57","0.43","0.45","0.00","0.00","0.12","0.37","0.22","0.27","0.60","0.83","0.40","0.15","0.17","0.31","0.15","0.13","0.13","0.23","0.06","0.76","0.51","0.62","0.29","0.61","0.36","0.58","0.38","0.57","0.32","0.61","0.53","0.61","0.64","0.53","0.18","0.14","0.33","0.15","0.64","0.59","0.05","0.85","0.00","0.00","0.00","0.06","0.21","0.00","0.00","0.00","0.01","0.98","0.02","0.37","0.31","0.41","0.41","0.44","0.40","0.26","0.52","0.5","0.04","0.69","0.42","0.24","0.43","0.52","0.71","0.83","0.06","0.06","0.06","0.07","0.14","0.18","0.17","0.49","0.27","0.44","0.01","0.00","0.01","0.75","0.57","0.74","0.71","0.03","0.17","0.02","0.00","0.19"
